# Constructed from biom file
#OTU ID	HC-DS	HC-HD	HC-HX	HC-XY
PWY-5651	0.0	15.394302081833526	151.99242580389333	155.02079035296117
PWY-5654	0.0	17.91843509869976	23.046839590874157	113.83003262763486
PWY-5655	0.0	0.34732063936900814	43.3890679540389	152.53114028149236
PWY-5659	11348.192508102942	13205.707090224014	13444.361727253607	13670.495700911822
PWY-5667	14062.639337236364	16977.340413741527	15888.577249450429	16082.80801277103
PWY-5676	3005.4281441606945	3869.4017965244857	1759.008526492209	3523.3900936284094
PWY-5677	19.684043862281623	0.0	0.1492259285965554	11.615107630172751
PWY-5686	12230.781072929996	14604.994849445295	13984.670008575167	14382.206903941176
PWY-5695	22217.12719724776	24429.943419923555	25140.063574591004	23489.141993756464
PWY-5705	153.76720730824695	1859.0140159431048	933.5985957640545	1910.782814750932
PWY-5737	0.0	8.03754418486439e-06	0.09514140042994902	1.1517430953884295e-05
PWY-5747	11655.982802124166	13344.919133338937	13809.187254921135	13004.411282238229
PWY-5823	1.5199999999999998e-14	5.779159999990754e-11	1.8e-14	1.56e-14
PWY-5837	10426.431501061372	10912.487470454778	11797.899322250203	10341.74579941202
PWY-5838	10149.44583812229	11493.777528497974	11717.211781335891	10851.881154628694
PWY-5840	6088.956101913185	6408.104251342943	1106.912654811536	5470.324543255951
PWY-5845	0.0	233.71538651678046	0.0	1326.2485358292554
PWY-5850	0.0	233.71538651678046	0.0	1326.2485358292554
PWY-5855	11043.359507119307	13832.078935983876	13300.751850806737	13066.117847984884
PWY-5856	11043.359507119307	13832.078935983876	13300.751850806737	13066.117847984884
PWY-5857	11043.359507119307	13832.078935983876	13300.751850806737	13066.117847984884
PWY-5860	0.0	156.8498698829772	0.0	919.2366645409178
PWY-5861	10184.94878350043	11368.026416676077	11563.553354744476	10518.091356102117
PWY-5862	0.0	156.8498698829772	0.0	919.2366645409178
PWY-5863	2835.240548659535	6828.129715501382	563.4037586233445	5611.719430610426
PWY-5896	0.0	233.71538651678046	0.0	1326.2485358292554
PWY-5897	10189.920654661193	11457.784814001458	11714.082210847442	10801.237943981829
PWY-5898	10189.920654661193	11457.784814001458	11714.082210847442	10801.237943981829
PWY-5899	10189.920654661193	11457.784814001458	11714.082210847442	10801.237943981829
PWY-5910	9.395321709972562	0.0	56.538314122952826	441.7101476620783
PWY-5913	11404.611924047087	13116.851522168745	13698.041568335073	13257.129073446582
PWY-5918	11102.029246413362	13014.376967887605	12662.732412515532	12530.504337103206
PWY-5920	1186.7492875991763	1284.3294022122855	20.412063010541903	555.7691929559932
PWY-5941	0.0	7.08e-14	0.14609406056911312	1.016e-13
PWY-5971	20754.188752305407	23999.766291423675	23799.47227440003	23237.006624781596
PWY-5973	22641.20612625249	25795.661826867916	25808.6070422762	24594.990728532797
PWY-5989	22548.589329601335	26047.457951090917	26384.884387625345	25636.7860189367
PWY-6071	0.0	19.93999853059997	198.37313270252966	1154.2799542956725
PWY-6107	0.0	4.639499999999995e-12	194.95583089270983	0.26459918819373957
